n,time
1000,14.000000
2000,61.800000
3000,134.600000
4000,238.400000
5000,376.200000
6000,544.000000
7000,741.600000
8000,975.200000
9000,1243.800000
10000,1529.200000
1000,17.200000
2000,64.000000
3000,139.000000
4000,242.600000
5000,388.000000
6000,563.600000
7000,754.800000
8000,992.600000
9000,1260.600000
10000,1553.200000
1000,16.800000
2000,63.200000
3000,136.600000
4000,242.000000
5000,378.200000
6000,552.800000
7000,767.600000
8000,986.400000
9000,1254.600000
10000,1548.800000
